Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
1,210,0,0,0,3320.2830767,1623.47,0.300287754,688,3900.863262
2,198,0,0,0,2957.9164701,1530.7,0.265232756,872,3795.698268
3,174,0,0,0,1721.916146,1345.16,0.231397127,1052,3694.191381
4,120,0,0,0,2504.8336312,927.7,0.195987087,1228,3587.961261
5,150,0,0,0,2709.3886075,1159.62,0.168808411,1400,3506.425233
6,180,0,0,0,3332.6115384,1391.54,0.144356582,1568,3433.069746
7,210,0,0,0,2810.3527193,1623.47,0.119098949,1732,3357.296847
8,234,0,0,0,3500.2410517,1809.01,0.093203495,1892,3279.610485
9,246,0,0,0,2510.8805446,1901.78,0.074066874,2048,3222.200622
10,264,0,0,0,2395.5053093,2040.93,0.056023219,2200,3168.069657
11,267,0,0,0,1831.3862651,2064.12,0.039383267,2348,3118.149801
12,252,0,0,0,2456.7383169,1948.16,0.023938398,2492,3071.815194
13,240,0,0,0,2442.1938046,1855.39,0.0119506,2632,3035.8518
14,228,0,0,0,3272.5023058,1762.62,0.001294477,2768,3003.883431
15,264,0,0,0,2002.0740619,2040.93,0.01374749,2900,3041.24247
16,270,0,0,0,3029.1109513,2087.31,0.006826477,3028,3020.479431
17,255,0,0,0,2915.1328025,1971.35,0.0081251,3152,3024.3753
18,267,0,0,0,2034.7957694,2064.12,0.005314023,3272,3015.942069
19,282,0,0,0,3310.6312158,2180.08,0.009321724,3388,3027.965172
20,294,0,0,0,2652.8328289,2272.85,0.012830327,3500,3038.490981
21,300,0,0,0,2517.047321,2319.24,0.036601214,3608,3109.803642
22,270,0,0,0,2085.5939543,2087.31,0.03952744,3712,3118.58232
23,261,0,0,0,2364.1312228,2017.74,0.050779446,3812,3152.338338
24,246,0,0,0,3111.7773706,1901.78,0.057140471,3908,3171.421413
25,246,0,0,0,3360.6165795,1902.78,0.069530342,4000,3208.591026
26,246,0,0,0,3078.7415687,1903.78,0.066957145,4088,3200.871435
27,246,0,0,0,2516.1475987,1904.78,0.095747668,4172,3287.243004
28,246,0,0,0,2875.5632682,1905.78,0.125034444,4252,3375.103332
29,246,0,0,0,2584.5446561,1906.78,0.170631956,4328,3511.895868
30,246,0,0,0,2070.0590452,1907.78,0.203761884,4400,3611.285652
31,246,0,0,0,2368.8298535,1908.78,0.224025707,4468,3672.077121
32,246,0,0,0,2677.1487836,1909.78,0.211422953,4532,3634.268859
33,246,0,0,0,2700.2141198,1910.78,0.215279254,4392,3645.837762
34,246,0,0,0,3657.4229067,1911.78,0.231804768,4248,3695.414304
35,246,0,0,0,3248.1915274,1912.78,0.254667022,4100,3764.001066
36,246,0,0,0,2388.1125165,1913.78,0.278508278,3948,3835.524834
37,246,0,0,0,2672.8650743,1914.78,0.298557678,3792,3895.673034
38,246,0,0,0,2746.9318033,1915.78,0.321158359,3632,3963.475077
39,246,0,0,0,2042.1646158,1916.78,0.342072442,3568,4026.217326
40,246,0,0,0,2311.5741516,1917.78,0.361325633,3400,4083.976899
41,246,0,0,0,2437.6462813,1918.78,0.383324271,3328,4149.972813
42,246,0,0,0,2149.9496433,1919.78,0.408777728,3312,4226.333184
43,246,0,0,0,2121.5436439,1920.78,0.439431719,3272,4318.295157
44,246,0,0,0,2310.6413053,1921.78,0.467392625,3188,4402.177875
45,246,0,0,0,2212.1183177,1922.78,0.501472175,3100,4504.416525
46,246,0,0,0,2404.4202616,1923.78,0.537564697,3008,4612.694091
47,246,0,0,0,2261.5936006,1924.78,0.567279964,2912,4701.839892
48,246,0,0,0,2077.995436,1925.78,0.592106619,2812,4776.319857
49,246,0,0,0,2934.7090878,1926.78,0.622783592,3008,4868.350776
50,246,0,0,0,1989.00283,1927.78,0.645171272,3010,4935.513816
51,246,0,0,0,2458.8761488,1928.78,0.672553828,3288,5017.661484
52,246,0,0,0,2845.5414189,1929.78,0.689140826,3372,5067.422478
53,246,0,0,0,2123.3434194,1930.78,0.712576218,3552,5137.728654
