Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
1,210,0,0,0,3019.6841165,1623.47,0.300287754,688,3900.863262
2,198,0,0,0,2833.2995679,1530.7,0.265232756,872,3795.698268
3,174,0,0,0,1935.4037404,1345.16,0.231397127,1052,3694.191381
4,120,0,0,0,2277.380335,927.7,0.195987087,1228,3587.961261
5,150,0,0,0,2688.4252634,1159.62,0.168808411,1400,3506.425233
6,180,0,0,0,2896.3110042,1391.54,0.144356582,1568,3433.069746
7,210,0,0,0,3000.4551953,1623.47,0.119098949,1732,3357.296847
8,234,0,0,0,3595.6603429,1809.01,0.093203495,1892,3279.610485
9,246,0,0,0,2427.6802048,1901.78,0.074066874,2048,3222.200622
10,264,0,0,0,2738.0220002,2040.93,0.056023219,2200,3168.069657
11,267,0,0,0,1779.747337,2064.12,0.039383267,2348,3118.149801
12,252,0,0,0,2211.9352049,1948.16,0.023938398,2492,3071.815194
13,240,0,0,0,2302.5751529,1855.39,0.0119506,2632,3035.8518
14,228,0,0,0,2839.5697176,1762.62,0.001294477,2768,3003.883431
15,264,0,0,0,2036.559248,2040.93,0.01374749,2900,3041.24247
16,270,0,0,0,3278.2301522,2087.31,0.006826477,3028,3020.479431
17,255,0,0,0,2992.6359987,1971.35,0.0081251,3152,3024.3753
18,267,0,0,0,2311.8765784,2064.12,0.005314023,3272,3015.942069
19,282,0,0,0,3645.8534613,2180.08,0.009321724,3388,3027.965172
20,294,0,0,0,2539.6702769,2272.85,0.012830327,3500,3038.490981
21,300,0,0,0,2761.7637274,2319.24,0.036601214,3608,3109.803642
22,270,0,0,0,2199.1332573,2087.31,0.03952744,3712,3118.58232
23,261,0,0,0,2548.3954149,2017.74,0.050779446,3812,3152.338338
24,246,0,0,0,3059.0013842,1901.78,0.057140471,3908,3171.421413
25,246,0,0,0,2933.2492723,1902.78,0.069530342,4000,3208.591026
26,246,0,0,0,2900.661572,1903.78,0.066957145,4088,3200.871435
27,246,0,0,0,2748.4163022,1904.78,0.095747668,4172,3287.243004
28,246,0,0,0,3050.1371534,1905.78,0.125034444,4252,3375.103332
29,246,0,0,0,2950.2845538,1906.78,0.170631956,4328,3511.895868
30,246,0,0,0,2227.3674244,1907.78,0.203761884,4400,3611.285652
31,246,0,0,0,2568.1216813,1908.78,0.224025707,4468,3672.077121
32,246,0,0,0,2497.1943612,1909.78,0.211422953,4532,3634.268859
33,246,0,0,0,3089.5179631,1910.78,0.215279254,4392,3645.837762
34,246,0,0,0,3227.030165,1911.78,0.231804768,4248,3695.414304
35,246,0,0,0,3170.9821379,1912.78,0.254667022,4100,3764.001066
36,246,0,0,0,2311.1382728,1913.78,0.278508278,3948,3835.524834
37,246,0,0,0,2642.4175603,1914.78,0.298557678,3792,3895.673034
38,246,0,0,0,3108.6606959,1915.78,0.321158359,3632,3963.475077
39,246,0,0,0,1979.8567399,1916.78,0.342072442,3568,4026.217326
40,246,0,0,0,2118.8822451,1917.78,0.361325633,3400,4083.976899
41,246,0,0,0,2676.3968885,1918.78,0.383324271,3328,4149.972813
42,246,0,0,0,1846.1413946,1919.78,0.408777728,3312,4226.333184
43,246,0,0,0,2153.6585323,1920.78,0.439431719,3272,4318.295157
44,246,0,0,0,2425.682425,1921.78,0.467392625,3188,4402.177875
45,246,0,0,0,2192.1738194,1922.78,0.501472175,3100,4504.416525
46,246,0,0,0,2574.0570469,1923.78,0.537564697,3008,4612.694091
47,246,0,0,0,2251.730904,1924.78,0.567279964,2912,4701.839892
48,246,0,0,0,2310.7194521,1925.78,0.592106619,2812,4776.319857
49,246,0,0,0,2561.1811505,1926.78,0.622783592,3008,4868.350776
50,246,0,0,0,2042.8745041,1927.78,0.645171272,3010,4935.513816
51,246,0,0,0,2203.9454501,1928.78,0.672553828,3288,5017.661484
52,246,0,0,0,3057.8194321,1929.78,0.689140826,3372,5067.422478
53,246,0,0,0,1966.3533334,1930.78,0.712576218,3552,5137.728654
54,246,0,0,0,2305.6454825,1931.78,0.727139227,3628,5181.417681
55,246,0,0,0,3085.4890772,1932.78,0.753808855,3800,5261.426565
56,246,0,0,0,2766.5433748,1933.78,0.768745506,3968,5306.236518
57,246,0,0,0,2611.7784237,1934.78,0.78979843,4032,5369.39529
58,246,0,0,0,2720.7812977,1935.78,0.807497468,4192,5422.492404
59,246,0,0,0,2625.2457806,1936.78,0.815244306,4248,5445.732918
60,246,0,0,0,2569.0803413,1937.78,0.822212942,4300,5466.638826
61,246,0,0,0,2774.4636043,1938.78,0.82923394,4448,5487.70182
62,246,0,0,0,1856.2508366,1939.78,0.839118851,4592,5517.356553
63,246,0,0,0,2000.4846486,1940.78,0.851889116,4632,5555.667348
64,246,0,0,0,2515.7140715,1941.78,0.865323027,4768,5595.969081
65,246,0,0,0,3171.4919898,1942.78,0.884493647,4800,5653.480941
