Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
1,210,0,0,0,3565.6222922,1623.47,0.300287754,688,3900.863262
2,198,0,0,0,2765.0088406,1530.7,0.265232756,872,3795.698268
3,174,0,0,0,1734.5087727,1345.16,0.231397127,1052,3694.191381
4,120,0,0,0,2145.3580901,927.7,0.195987087,1228,3587.961261
5,150,0,0,0,2734.8555481,1159.62,0.168808411,1400,3506.425233
6,180,0,0,0,3225.5878607,1391.54,0.144356582,1568,3433.069746
7,210,0,0,0,2717.397752,1623.47,0.119098949,1732,3357.296847
8,234,0,0,0,3117.4722084,1809.01,0.093203495,1892,3279.610485
9,246,0,0,0,2483.0780132,1901.78,0.074066874,2048,3222.200622
10,264,0,0,0,2573.6801781,2040.93,0.056023219,2200,3168.069657
11,267,0,0,0,1860.8496436,2064.12,0.039383267,2348,3118.149801
12,252,0,0,0,2534.4879337,1948.16,0.023938398,2492,3071.815194
13,240,0,0,0,2241.9839057,1855.39,0.0119506,2632,3035.8518
14,228,0,0,0,3162.7361846,1762.62,0.001294477,2768,3003.883431
15,264,0,0,0,1863.5656703,2040.93,0.01374749,2900,3041.24247
16,270,0,0,0,3183.248224,2087.31,0.006826477,3028,3020.479431
17,255,0,0,0,2819.771607,1971.35,0.0081251,3152,3024.3753
18,267,0,0,0,2154.8011242,2064.12,0.005314023,3272,3015.942069
19,282,0,0,0,3802.9942411,2180.08,0.009321724,3388,3027.965172
20,294,0,0,0,2570.5236934,2272.85,0.012830327,3500,3038.490981
21,300,0,0,0,2393.718326,2319.24,0.036601214,3608,3109.803642
22,270,0,0,0,1983.8590377,2087.31,0.03952744,3712,3118.58232
23,261,0,0,0,2570.1000581,2017.74,0.050779446,3812,3152.338338
24,246,0,0,0,3184.3390741,1901.78,0.057140471,3908,3171.421413
25,246,0,0,0,2832.7418744,1902.78,0.069530342,4000,3208.591026
26,246,0,0,0,3096.0082495,1903.78,0.066957145,4088,3200.871435
27,246,0,0,0,2483.6954006,1904.78,0.095747668,4172,3287.243004
28,246,0,0,0,2588.3159186,1905.78,0.125034444,4252,3375.103332
29,246,0,0,0,2898.1818324,1906.78,0.170631956,4328,3511.895868
30,246,0,0,0,2025.9285792,1907.78,0.203761884,4400,3611.285652
31,246,0,0,0,2512.1312907,1908.78,0.224025707,4468,3672.077121
32,246,0,0,0,2543.4852503,1909.78,0.211422953,4532,3634.268859
