Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
1,210,0,0,0,3351.5594729,1623.47,0.300287754,688,3900.863262
2,198,0,0,0,2697.6203334,1530.7,0.265232756,872,3795.698268
3,174,0,0,0,1901.0309124,1345.16,0.231397127,1052,3694.191381
4,120,0,0,0,2144.3187251,927.7,0.195987087,1228,3587.961261
5,150,0,0,0,2943.7224344,1159.62,0.168808411,1400,3506.425233
6,180,0,0,0,3394.3941637,1391.54,0.144356582,1568,3433.069746
7,210,0,0,0,2881.6429851,1623.47,0.119098949,1732,3357.296847
8,234,0,0,0,3531.6393745,1809.01,0.093203495,1892,3279.610485
9,246,0,0,0,2512.0225603,1901.78,0.074066874,2048,3222.200622
10,264,0,0,0,2657.3952904,2040.93,0.056023219,2200,3168.069657
11,267,0,0,0,1789.4037487,2064.12,0.039383267,2348,3118.149801
12,252,0,0,0,2147.0902392,1948.16,0.023938398,2492,3071.815194
13,240,0,0,0,2518.6442297,1855.39,0.0119506,2632,3035.8518
14,228,0,0,0,2974.3185265,1762.62,0.001294477,2768,3003.883431
15,264,0,0,0,2077.4550623,2040.93,0.01374749,2900,3041.24247
16,270,0,0,0,3339.2399577,2087.31,0.006826477,3028,3020.479431
17,255,0,0,0,3174.3125983,1971.35,0.0081251,3152,3024.3753
18,267,0,0,0,1978.7869941,2064.12,0.005314023,3272,3015.942069
19,282,0,0,0,3664.161529,2180.08,0.009321724,3388,3027.965172
20,294,0,0,0,2434.5392953,2272.85,0.012830327,3500,3038.490981
21,300,0,0,0,2685.5774744,2319.24,0.036601214,3608,3109.803642
22,270,0,0,0,2166.3170028,2087.31,0.03952744,3712,3118.58232
23,261,0,0,0,2580.648196,2017.74,0.050779446,3812,3152.338338
24,246,0,0,0,3320.1682966,1901.78,0.057140471,3908,3171.421413
25,246,0,0,0,2891.1818905,1902.78,0.069530342,4000,3208.591026
26,246,0,0,0,3066.2890692,1903.78,0.066957145,4088,3200.871435
27,246,0,0,0,2768.375131,1904.78,0.095747668,4172,3287.243004
28,246,0,0,0,2893.4850744,1905.78,0.125034444,4252,3375.103332
29,246,0,0,0,2658.0938567,1906.78,0.170631956,4328,3511.895868
30,246,0,0,0,2139.6455338,1907.78,0.203761884,4400,3611.285652
31,246,0,0,0,2514.0331474,1908.78,0.224025707,4468,3672.077121
32,246,0,0,0,2582.5072258,1909.78,0.211422953,4532,3634.268859
33,246,0,0,0,2763.3457714,1910.78,0.215279254,4392,3645.837762
34,246,0,0,0,3202.9158244,1911.78,0.231804768,4248,3695.414304
35,246,0,0,0,3594.9973722,1912.78,0.254667022,4100,3764.001066
36,246,0,0,0,2222.2082398,1913.78,0.278508278,3948,3835.524834
37,246,0,0,0,2751.9254435,1914.78,0.298557678,3792,3895.673034
38,246,0,0,0,2615.506063,1915.78,0.321158359,3632,3963.475077
39,246,0,0,0,2342.2070054,1916.78,0.342072442,3568,4026.217326
40,246,0,0,0,2315.5648858,1917.78,0.361325633,3400,4083.976899
41,246,0,0,0,2507.669265,1918.78,0.383324271,3328,4149.972813
42,246,0,0,0,1953.993564,1919.78,0.408777728,3312,4226.333184
43,246,0,0,0,2161.2325073,1920.78,0.439431719,3272,4318.295157
44,246,0,0,0,2436.8804349,1921.78,0.467392625,3188,4402.177875
45,246,0,0,0,2395.1359557,1922.78,0.501472175,3100,4504.416525
46,246,0,0,0,2804.8310014,1923.78,0.537564697,3008,4612.694091
47,246,0,0,0,2570.4386211,1924.78,0.567279964,2912,4701.839892
48,246,0,0,0,2217.2702768,1925.78,0.592106619,2812,4776.319857
49,246,0,0,0,2833.6773433,1926.78,0.622783592,3008,4868.350776
50,246,0,0,0,2132.6040483,1927.78,0.645171272,3010,4935.513816
51,246,0,0,0,2648.8222829,1928.78,0.672553828,3288,5017.661484
52,246,0,0,0,3164.4198898,1929.78,0.689140826,3372,5067.422478
53,246,0,0,0,1923.5890988,1930.78,0.712576218,3552,5137.728654
54,246,0,0,0,2361.996594,1931.78,0.727139227,3628,5181.417681
55,246,0,0,0,2893.4881928,1932.78,0.753808855,3800,5261.426565
56,246,0,0,0,2929.0132575,1933.78,0.768745506,3968,5306.236518
57,246,0,0,0,2743.1955872,1934.78,0.78979843,4032,5369.39529
58,246,0,0,0,2591.3148771,1935.78,0.807497468,4192,5422.492404
59,246,0,0,0,2945.5472248,1936.78,0.815244306,4248,5445.732918
60,246,0,0,0,2253.3073042,1937.78,0.822212942,4300,5466.638826
61,246,0,0,0,2928.8310994,1938.78,0.82923394,4448,5487.70182
62,246,0,0,0,2186.6973424,1939.78,0.839118851,4592,5517.356553
63,246,0,0,0,2154.4298344,1940.78,0.851889116,4632,5555.667348
64,246,0,0,0,2457.8629805,1941.78,0.865323027,4768,5595.969081
65,246,0,0,0,3435.6396211,1942.78,0.884493647,4800,5653.480941
66,246,0,0,0,2714.9126848,1943.78,0.901688731,4928,5705.066193
67,246,0,0,0,2916.1899654,1944.78,0.921001984,4952,5763.005952
68,246,0,0,0,3264.198844,1945.78,0.945717755,4972,5837.153265
69,246,0,0,0,3358.1244497,1946.78,0.955746957,5088,5867.240871
70,246,0,0,0,3347.3413473,1947.78,0.974665127,5100,5923.995381
71,246,0,0,0,2643.6526807,1948.78,0.987461099,5208,5962.383297
72,246,0,0,0,2691.6283906,1949.78,0.996568518,5212,5989.705554
73,246,0,0,0,2128.3912115,1950.78,0.981886687,4912,5945.660061
74,246,0,0,0,3005.25327,1951.78,0.975404827,4608,5926.214481
75,246,0,0,0,2206.2103811,1952.78,0.95918223,4500,5877.54669
76,246,0,0,0,2896.3760907,1953.78,0.950067703,4388,5850.203109
77,246,0,0,0,2706.2014305,1954.78,0.915643655,4272,5746.930965
78,246,0,0,0,3378.2950761,1955.78,0.883246439,4152,5649.739317
79,246,0,0,0,3307.9438497,1956.78,0.852971302,4028,5558.913906
80,246,0,0,0,2615.3086259,1957.78,0.82409193,3900,5472.27579
81,246,0,0,0,2869.3349361,1958.78,0.804868829,3768,5414.606487
82,246,0,0,0,2878.5039769,1959.78,0.794957737,3632,5384.873211
83,246,0,0,0,3021.7925238,1960.78,0.783091248,3492,5349.273744
84,246,0,0,0,2042.4332233,1961.78,0.755335288,3348,5266.005864
85,246,0,0,0,2949.7490628,1962.78,0.712004976,3200,5136.014928
86,246,0,0,0,3464.3615322,1963.78,0.67081546,3048,5012.44638
87,246,0,0,0,3388.2201822,1964.78,0.634997068,2892,4904.991204
88,246,0,0,0,2649.5483888,1965.78,0.585431423,2732,4756.294269
89,246,0,0,0,1859.1347171,1966.78,0.525881238,2568,4577.643714
90,246,0,0,0,2281.5755134,1967.78,0.479223693,2400,4437.671079
91,246,0,0,0,3704.4552632,1968.78,0.430632193,2228,4291.896579
92,246,0,0,0,2265.4347781,1969.78,0.379544854,2052,4138.634562
93,246,0,0,0,2679.0554872,1970.78,0.332260625,1872,3996.781875
94,246,0,0,0,2768.5755435,1971.78,0.292732593,1688,3878.197779
95,246,0,0,0,2526.0863136,1972.78,0.252064682,1500,3756.194046
96,246,0,0,0,2739.1165443,1973.78,0.213965467,1308,3641.896401
