Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
1,210,0,0,0,3067.2662631,1623.47,0.300287754,688,3900.863262
2,198,0,0,0,2591.6908364,1530.7,0.265232756,872,3795.698268
3,174,0,0,0,1648.1748467,1345.16,0.231397127,1052,3694.191381
4,120,0,0,0,2118.3837535,927.7,0.195987087,1228,3587.961261
5,150,0,0,0,2845.3503838,1159.62,0.168808411,1400,3506.425233
6,180,0,0,0,3296.5586739,1391.54,0.144356582,1568,3433.069746
7,210,0,0,0,2727.0619168,1623.47,0.119098949,1732,3357.296847
8,234,0,0,0,3637.2180133,1809.01,0.093203495,1892,3279.610485
9,246,0,0,0,2441.7133816,1901.78,0.074066874,2048,3222.200622
10,264,0,0,0,2494.5463286,2040.93,0.056023219,2200,3168.069657
11,267,0,0,0,1793.2067832,2064.12,0.039383267,2348,3118.149801
12,252,0,0,0,2504.9345804,1948.16,0.023938398,2492,3071.815194
13,240,0,0,0,2382.3088433,1855.39,0.0119506,2632,3035.8518
14,228,0,0,0,3072.9724476,1762.62,0.001294477,2768,3003.883431
15,264,0,0,0,2002.954434,2040.93,0.01374749,2900,3041.24247
16,270,0,0,0,3055.6979662,2087.31,0.006826477,3028,3020.479431
17,255,0,0,0,3147.0566316,1971.35,0.0081251,3152,3024.3753
18,267,0,0,0,2018.0809152,2064.12,0.005314023,3272,3015.942069
19,282,0,0,0,3902.3183642,2180.08,0.009321724,3388,3027.965172
20,294,0,0,0,2303.5874729,2272.85,0.012830327,3500,3038.490981
21,300,0,0,0,2445.2757142,2319.24,0.036601214,3608,3109.803642
22,270,0,0,0,2202.6135469,2087.31,0.03952744,3712,3118.58232
23,261,0,0,0,2422.7176718,2017.74,0.050779446,3812,3152.338338
24,246,0,0,0,3305.8492648,1901.78,0.057140471,3908,3171.421413
25,246,0,0,0,2916.4857163,1902.78,0.069530342,4000,3208.591026
26,246,0,0,0,2943.206253,1903.78,0.066957145,4088,3200.871435
27,246,0,0,0,2802.8408126,1904.78,0.095747668,4172,3287.243004
28,246,0,0,0,2907.1796408,1905.78,0.125034444,4252,3375.103332
29,246,0,0,0,2969.6291414,1906.78,0.170631956,4328,3511.895868
30,246,0,0,0,2038.464919,1907.78,0.203761884,4400,3611.285652
31,246,0,0,0,2245.7485459,1908.78,0.224025707,4468,3672.077121
32,246,0,0,0,2441.2394197,1909.78,0.211422953,4532,3634.268859
33,246,0,0,0,2841.1905393,1910.78,0.215279254,4392,3645.837762
34,246,0,0,0,3353.8148313,1911.78,0.231804768,4248,3695.414304
35,246,0,0,0,3152.5811366,1912.78,0.254667022,4100,3764.001066
36,246,0,0,0,2210.3707335,1913.78,0.278508278,3948,3835.524834
37,246,0,0,0,2975.3919015,1914.78,0.298557678,3792,3895.673034
38,246,0,0,0,2705.4551053,1915.78,0.321158359,3632,3963.475077
39,246,0,0,0,2314.4469105,1916.78,0.342072442,3568,4026.217326
40,246,0,0,0,2055.3351984,1917.78,0.361325633,3400,4083.976899
41,246,0,0,0,2776.6996631,1918.78,0.383324271,3328,4149.972813
42,246,0,0,0,2119.6532439,1919.78,0.408777728,3312,4226.333184
43,246,0,0,0,2217.9241149,1920.78,0.439431719,3272,4318.295157
44,246,0,0,0,2026.2708107,1921.78,0.467392625,3188,4402.177875
45,246,0,0,0,2433.0815602,1922.78,0.501472175,3100,4504.416525
46,246,0,0,0,2770.1646491,1923.78,0.537564697,3008,4612.694091
47,246,0,0,0,2600.7819104,1924.78,0.567279964,2912,4701.839892
48,246,0,0,0,2290.314358,1925.78,0.592106619,2812,4776.319857
49,246,0,0,0,2777.6823909,1926.78,0.622783592,3008,4868.350776
50,246,0,0,0,2128.290813,1927.78,0.645171272,3010,4935.513816
51,246,0,0,0,2519.1166337,1928.78,0.672553828,3288,5017.661484
