Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
1,210,0,0,0,3182.3819091,1623.47,0.300287754,688,3900.863262
2,198,0,0,0,2515.1115384,1530.7,0.265232756,872,3795.698268
3,174,0,0,0,1689.8297952,1345.16,0.231397127,1052,3694.191381
4,120,0,0,0,2352.114048,927.7,0.195987087,1228,3587.961261
5,150,0,0,0,2597.0381968,1159.62,0.168808411,1400,3506.425233
6,180,0,0,0,3209.9861016,1391.54,0.144356582,1568,3433.069746
7,210,0,0,0,2666.995575,1623.47,0.119098949,1732,3357.296847
8,234,0,0,0,3087.2919524,1809.01,0.093203495,1892,3279.610485
9,246,0,0,0,2895.8907181,1901.78,0.074066874,2048,3222.200622
10,264,0,0,0,2477.5111239,2040.93,0.056023219,2200,3168.069657
11,267,0,0,0,1660.3448821,2064.12,0.039383267,2348,3118.149801
12,252,0,0,0,2329.7872366,1948.16,0.023938398,2492,3071.815194
13,240,0,0,0,2268.3690801,1855.39,0.0119506,2632,3035.8518
14,228,0,0,0,3078.9338741,1762.62,0.001294477,2768,3003.883431
15,264,0,0,0,2023.9945647,2040.93,0.01374749,2900,3041.24247
16,270,0,0,0,2966.0047321,2087.31,0.006826477,3028,3020.479431
17,255,0,0,0,2717.1973354,1971.35,0.0081251,3152,3024.3753
18,267,0,0,0,2216.8872908,2064.12,0.005314023,3272,3015.942069
19,282,0,0,0,3800.7907409,2180.08,0.009321724,3388,3027.965172
20,294,0,0,0,2746.4889403,2272.85,0.012830327,3500,3038.490981
21,300,0,0,0,2653.2260081,2319.24,0.036601214,3608,3109.803642
22,270,0,0,0,2259.1183171,2087.31,0.03952744,3712,3118.58232
23,261,0,0,0,2463.3509328,2017.74,0.050779446,3812,3152.338338
24,246,0,0,0,2828.628274,1901.78,0.057140471,3908,3171.421413
25,246,0,0,0,3099.229916,1902.78,0.069530342,4000,3208.591026
26,246,0,0,0,2659.7839702,1903.78,0.066957145,4088,3200.871435
27,246,0,0,0,2668.7276769,1904.78,0.095747668,4172,3287.243004
28,246,0,0,0,2698.7781904,1905.78,0.125034444,4252,3375.103332
29,246,0,0,0,3072.4497999,1906.78,0.170631956,4328,3511.895868
30,246,0,0,0,2081.6601325,1907.78,0.203761884,4400,3611.285652
31,246,0,0,0,2463.6320075,1908.78,0.224025707,4468,3672.077121
32,246,0,0,0,2724.156148,1909.78,0.211422953,4532,3634.268859
33,246,0,0,0,2771.4303467,1910.78,0.215279254,4392,3645.837762
34,246,0,0,0,3289.0203054,1911.78,0.231804768,4248,3695.414304
35,246,0,0,0,3268.3670425,1912.78,0.254667022,4100,3764.001066
36,246,0,0,0,2328.7224244,1913.78,0.278508278,3948,3835.524834
37,246,0,0,0,2603.9379894,1914.78,0.298557678,3792,3895.673034
38,246,0,0,0,2818.9300015,1915.78,0.321158359,3632,3963.475077
39,246,0,0,0,2319.9529079,1916.78,0.342072442,3568,4026.217326
40,246,0,0,0,2354.5741893,1917.78,0.361325633,3400,4083.976899
41,246,0,0,0,2458.9136772,1918.78,0.383324271,3328,4149.972813
42,246,0,0,0,2160.4957962,1919.78,0.408777728,3312,4226.333184
43,246,0,0,0,2117.8170594,1920.78,0.439431719,3272,4318.295157
44,246,0,0,0,2308.0908145,1921.78,0.467392625,3188,4402.177875
45,246,0,0,0,2420.9030716,1922.78,0.501472175,3100,4504.416525
46,246,0,0,0,2540.5912402,1923.78,0.537564697,3008,4612.694091
47,246,0,0,0,2344.4912541,1924.78,0.567279964,2912,4701.839892
48,246,0,0,0,2381.0082866,1925.78,0.592106619,2812,4776.319857
49,246,0,0,0,2728.3997099,1926.78,0.622783592,3008,4868.350776
50,246,0,0,0,2069.7778163,1927.78,0.645171272,3010,4935.513816
51,246,0,0,0,2642.4487936,1928.78,0.672553828,3288,5017.661484
52,246,0,0,0,2891.0121624,1929.78,0.689140826,3372,5067.422478
53,246,0,0,0,2121.1193175,1930.78,0.712576218,3552,5137.728654
54,246,0,0,0,2540.9322746,1931.78,0.727139227,3628,5181.417681
55,246,0,0,0,3456.1927139,1932.78,0.753808855,3800,5261.426565
56,246,0,0,0,3017.2369987,1933.78,0.768745506,3968,5306.236518
57,246,0,0,0,2994.8333551,1934.78,0.78979843,4032,5369.39529
58,246,0,0,0,2621.7344978,1935.78,0.807497468,4192,5422.492404
59,246,0,0,0,2636.1192073,1936.78,0.815244306,4248,5445.732918
60,246,0,0,0,2450.0288346,1937.78,0.822212942,4300,5466.638826
61,246,0,0,0,2962.2099291,1938.78,0.82923394,4448,5487.70182
62,246,0,0,0,1886.8068093,1939.78,0.839118851,4592,5517.356553
63,246,0,0,0,2279.436478,1940.78,0.851889116,4632,5555.667348
64,246,0,0,0,2430.1174825,1941.78,0.865323027,4768,5595.969081
65,246,0,0,0,3089.976497,1942.78,0.884493647,4800,5653.480941
66,246,0,0,0,2753.0544004,1943.78,0.901688731,4928,5705.066193
67,246,0,0,0,3255.044953,1944.78,0.921001984,4952,5763.005952
68,246,0,0,0,3179.7304944,1945.78,0.945717755,4972,5837.153265
69,246,0,0,0,3237.2609213,1946.78,0.955746957,5088,5867.240871
70,246,0,0,0,3540.3825519,1947.78,0.974665127,5100,5923.995381
71,246,0,0,0,2733.0588147,1948.78,0.987461099,5208,5962.383297
72,246,0,0,0,2900.9507322,1949.78,0.996568518,5212,5989.705554
73,246,0,0,0,2127.0005003,1950.78,0.981886687,4912,5945.660061
74,246,0,0,0,3195.6591562,1951.78,0.975404827,4608,5926.214481
75,246,0,0,0,2279.4646563,1952.78,0.95918223,4500,5877.54669
76,246,0,0,0,2974.3708868,1953.78,0.950067703,4388,5850.203109
77,246,0,0,0,2485.8201669,1954.78,0.915643655,4272,5746.930965
78,246,0,0,0,3447.4956642,1955.78,0.883246439,4152,5649.739317
79,246,0,0,0,2933.9473946,1956.78,0.852971302,4028,5558.913906
80,246,0,0,0,2815.7931671,1957.78,0.82409193,3900,5472.27579
81,246,0,0,0,3355.6442511,1958.78,0.804868829,3768,5414.606487
82,246,0,0,0,3288.8379876,1959.78,0.794957737,3632,5384.873211
83,246,0,0,0,3097.2986001,1960.78,0.783091248,3492,5349.273744
84,246,0,0,0,2376.3877554,1961.78,0.755335288,3348,5266.005864
85,246,0,0,0,3322.544641,1962.78,0.712004976,3200,5136.014928
86,246,0,0,0,3310.5930598,1963.78,0.67081546,3048,5012.44638
87,246,0,0,0,3398.4382054,1964.78,0.634997068,2892,4904.991204
88,246,0,0,0,2657.9980416,1965.78,0.585431423,2732,4756.294269
89,246,0,0,0,2099.5788426,1966.78,0.525881238,2568,4577.643714
90,246,0,0,0,2019.3186032,1967.78,0.479223693,2400,4437.671079
91,246,0,0,0,3512.1329849,1968.78,0.430632193,2228,4291.896579
92,246,0,0,0,2123.8597182,1969.78,0.379544854,2052,4138.634562
93,246,0,0,0,2835.2638111,1970.78,0.332260625,1872,3996.781875
94,246,0,0,0,2760.3208704,1971.78,0.292732593,1688,3878.197779
95,246,0,0,0,2464.4463455,1972.78,0.252064682,1500,3756.194046
96,246,0,0,0,2404.9502528,1973.78,0.213965467,1308,3641.896401
